Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
souque;suk;souquer;VER;0,43;0,01;0;6;0;3;1;VER
souqué;suke;souquer;VER;0,43;0,01;0;6;0;4;2;VER
source;suRs;source;NOM;46,44;37,34;1;6;6;4;1;NOM
sourde;suRd;sourd;ADJ;25,69;5,58;0;6;0;0;1;ADJ,VER
sourde;suRd;sourdre;VER;0,42;0,18;0;6;0;0;1;ADJ,VER
sourds;suR;sourd;ADJ;25,69;2,66;0;6;0;3;1;ADJ,NOM,VER
sourds;suR;sourd;NOM;2,94;1,29;0;6;0;3;1;ADJ,NOM,VER
sourds;suR;sourdre;VER;0,42;0,11;0;6;0;3;1;ADJ,NOM,VER
sourie;suRi;sourire;VER;53,97;0,5;0;6;0;4;2;VER
souris;suRi;sourire;VER;53,97;8,71;0;6;6;4;2;VER,ADJ,NOM
souris;suRi;souris;ADJ;8,21;8,21;1;6;6;4;2;VER,ADJ,NOM
souris;suRi;souris;NOM;21,94;21,94;1;6;6;4;2;VER,ADJ,NOM
sourit;suRi;sourire;VER;53,97;11,7;0;6;0;4;2;VER
sourît;suRi;sourire;VER;53,97;0;0;6;0;4;2;VER
souter;sute;souter;VER;0,03;0,03;1;6;6;4;2;VER
soutes;sut;soute;NOM;2,62;0,29;0;6;0;3;1;NOM
soutif;sutif;soutif;NOM;2,11;1,81;1;6;6;5;2;NOM
soutra;sutRa;soutra;NOM;0,2;0,2;1;6;5;5;2;NOM
soviet;sovjEt;soviet;NOM;2,54;0,73;1;6;5;5;2;NOM
soyeux;swaj2;soyeux;ADJ;0,61;0,47;1;6;6;5;2;ADJ
soyons;swaj§;être;AUX;8074,24;4,79;0;6;0;0;2;AUX,VER
soyons;swaj§;être;VER;32236,5;22,05;0;6;0;0;2;AUX,VER
soûler;sule;soûler;VER;6,13;2,54;1;6;6;4;2;VER
soûlez;sule;soûler;VER;6,13;0,22;0;6;0;4;2;VER
soûlot;sulo;soûlot;NOM;0,29;0,28;1;6;6;4;2;NOM
soûlée;sule;soûler;VER;6,13;0,43;0;6;0;4;2;VER
soûlés;sule;soûler;VER;6,13;0,14;0;6;0;4;2;VER
spahis;spai;spahi;NOM;0;0;0;6;0;4;2;NOM
sparte;spaRt;sparte;NOM;0;0;1;6;6;5;1;NOM
spasme;spasm;spasme;NOM;2,13;0,47;1;6;6;5;1;NOM
speech;spitS;speech;NOM;1,88;1,88;1;6;5;5;1;NOM
speede;spid;speeder;VER;0,33;0,01;0;6;0;4;1;VER
speedé;spide;speeder;VER;0,33;0,01;0;6;6;5;2;VER,ADJ
speedé;spide;speedé;ADJ;0,21;0,04;1;6;6;5;2;VER,ADJ
sperme;spERm;sperme;NOM;8,47;8,31;1;6;6;5;1;NOM
sphinx;sf5ks;sphinx;NOM;1,27;1,27;1;6;6;5;1;NOM
sphère;sfER;sphère;NOM;3,9;2,48;1;6;4;4;1;NOM
spider;spajd9R;spider;NOM;3,27;3,27;1;6;4;4;2;NOM
spinal;spinal;spinal;ADJ;0,64;0,5;1;6;6;6;2;ADJ
spires;spiR;spire;NOM;0,23;0,17;0;6;0;4;1;NOM
splash;splaS;splash;ONO;0,27;0,27;1;6;4;4;1;ONO
spleen;splin;spleen;NOM;0,11;0,11;1;6;5;5;1;NOM
spolie;spoli;spolier;VER;0,59;0,14;0;6;0;0;2;VER
spolié;spolje;spolier;VER;0,59;0,29;0;6;6;6;2;VER,NOM
spolié;spolje;spolié;NOM;0,01;0,01;1;6;6;6;2;VER,NOM
spores;spOR;spore;NOM;0,91;0,9;0;6;0;4;1;NOM
sports;spOR;sport;NOM;30,04;5,42;0;6;0;4;1;NOM
sprats;spRat;sprat;NOM;0,4;0,22;0;6;0;4;1;NOM
sprays;spREj;spray;NOM;2,71;0,06;0;6;0;4;1;NOM
spring;spRiG;spring;NOM;0,83;0,83;1;6;6;5;1;NOM
sprint;spRint;sprint;NOM;0,89;0,85;1;6;6;6;1;NOM
spruce;spRys;spruce;NOM;0,04;0,04;1;6;4;4;1;NOM
spéléo;speleo;spéléo;NOM;0,27;0,27;1;6;6;6;3;NOM
squale;skwal;squale;NOM;0,47;0,23;1;6;5;5;1;NOM
square;skwaR;square;NOM;5,89;5,51;1;6;5;5;1;NOM
squash;skwaS;squash;NOM;0,73;0,73;1;6;5;5;1;NOM
squats;skwat;squat;NOM;1,23;0,03;0;6;0;5;1;NOM
squaws;skwo;squaw;NOM;0;0;0;6;0;4;1;NOM
squire;skwajR;squire;NOM;0,04;0,01;1;6;4;5;1;NOM
stable;stabl;stable;ADJ;10,09;8,67;1;6;6;5;1;ADJ
stades;stad;stade;NOM;15,14;0,8;0;6;0;4;1;NOM
staffs;staf;staff;NOM;1,39;0,03;0;6;0;4;1;NOM
stages;staZ;stage;NOM;6,16;1,28;0;6;0;4;1;NOM
stagna;stagna;stagner;VER;0,59;0;0;6;0;0;2;VER
stagne;stagn;stagner;VER;0,59;0,24;0;6;0;0;1;VER
stagné;stagne;stagner;VER;0,59;0,02;0;6;0;6;2;VER
stalag;stalag;stalag;NOM;0,37;0,37;1;6;6;6;2;NOM
stalle;stal;stalle;NOM;0,32;0,19;1;6;5;4;1;NOM
stance;st@s;stance;NOM;0,25;0,25;1;6;5;4;1;NOM
stands;st@d;stand;NOM;7,02;1,36;0;6;0;4;1;NOM
stater;state;stater;VER;0,58;0,01;1;6;5;5;2;VER
statue;staty;statue;NOM;19,5;15,42;1;6;6;5;2;NOM,VER
statue;staty;statuer;VER;0,71;0,2;0;6;6;5;2;NOM,VER
status;statys;status;NOM;0,22;0,22;1;6;6;6;2;NOM
statut;staty;statut;NOM;6,13;5,66;1;6;6;5;2;NOM
statué;stat8e;statuer;VER;0,71;0,19;0;6;0;6;2;VER
stayer;stEj9R;stayer;NOM;0;0;1;6;4;4;2;NOM
steaks;stEk;steak;NOM;10,76;2,61;0;6;0;4;1;NOM
steppe;stEp;steppe;NOM;2,78;1,57;1;6;6;4;1;NOM
sterne;stERn;sterne;NOM;0,01;0;1;6;6;5;1;NOM
sticks;stik;stick;NOM;0,78;0,23;0;6;0;4;1;NOM
stigma;stigma;stigma;NOM;0;0;1;6;6;6;2;NOM
stipes;stip;stipe;NOM;0,01;0,01;0;6;0;0;1;NOM
stocke;stOk;stocker;VER;3,54;0,48;0;6;0;4;1;VER
stocks;stOk;stock;NOM;5,66;1,44;0;6;0;4;1;NOM
stocké;stoke;stocker;VER;3,54;0,31;0;6;0;5;2;VER
stoker;stok9R;stoker;NOM;0,65;0,65;1;6;6;5;2;NOM
stokes;stOks;stokes;NOM;0,1;0,1;1;6;6;5;1;NOM
stomie;stOmi;stomie;NOM;0,02;0,02;1;6;5;4;2;NOM
stones;ston;stone;ADJ;2,06;0,94;0;6;0;4;1;ADJ
stoppa;stopa;stopper;VER;9,46;0,11;0;6;0;0;2;VER
stoppe;stOp;stopper;VER;9,46;0,54;0;6;0;4;1;VER
stoppé;stope;stopper;VER;9,46;1,6;0;6;0;5;2;VER
stores;stOR;store;NOM;3,59;2,23;0;6;0;4;1;NOM
strass;stRas;strass;NOM;0,21;0,21;1;6;6;5;1;NOM
strate;stRat;strate;NOM;0,34;0,17;1;6;6;5;1;NOM
stress;stREs;stress;NOM;10,85;10,85;1;6;6;5;1;NOM
strict;stRikt;strict;ADJ;7,66;3,36;1;6;6;6;1;ADJ
strier;stRije;strier;VER;0,03;0;1;6;6;5;2;VER
stries;stRi;strie;NOM;0,73;0,68;0;6;0;4;1;NOM
string;stRiG;string;NOM;3,9;2,59;1;6;5;5;1;NOM
striée;stRije;strier;VER;0,03;0,01;0;6;0;5;2;VER,ADJ
striée;stRije;strié;ADJ;0,06;0,01;0;6;0;5;2;VER,ADJ
striés;stRije;strier;VER;0,03;0;0;6;0;5;2;VER,ADJ
striés;stRije;strié;ADJ;0,06;0,01;0;6;0;5;2;VER,ADJ
studio;stydjo;studio;NOM;27,77;20,95;1;6;6;6;2;NOM
stukas;styka;stuka;NOM;0,05;0,03;0;6;0;5;2;NOM
stupas;stypas;stupa;NOM;0;0;0;6;0;0;2;NOM
stupre;stypR;stupre;NOM;0,14;0,14;1;6;5;5;1;NOM
styler;stile;styler;VER;0,29;0,04;1;6;6;5;2;VER
styles;stil;style;NOM;32,34;1,26;0;6;0;4;1;NOM
stylet;stilE;stylet;NOM;0,07;0,07;1;6;6;5;2;NOM
stylos;stilo;stylo;NOM;17,73;2,39;0;6;0;5;2;NOM
stylée;stile;styler;VER;0,29;0,04;0;6;0;5;2;VER,ADJ
stylée;stile;stylé;ADJ;0,2;0,05;0;6;0;5;2;VER,ADJ
stylés;stile;styler;VER;0,29;0;0;6;0;5;2;VER,ADJ
stylés;stile;stylé;ADJ;0,2;0,03;0;6;0;5;2;VER,ADJ
styrax;stiRaks;styrax;NOM;0;0;1;6;5;5;2;NOM
stèles;stEl;stèle;NOM;0,35;0,04;0;6;0;4;1;NOM
stères;stER;stère;NOM;0,04;0,03;0;6;0;4;1;NOM
sténos;steno;sténo;NOM;0,86;0,06;0;6;0;5;2;NOM
stéréo;steReo;stéréo;NOM;2,51;2,47;1;6;6;6;3;NOM
suaire;s8ER;suaire;NOM;0,3;0,28;1;6;4;4;1;NOM
suante;s8@t;suant;ADJ;0,25;0,02;0;6;0;0;1;ADJ
suants;s8@;suant;ADJ;0,25;0,02;0;6;0;3;1;ADJ
suaves;s8av;suave;ADJ;1,11;0,17;0;6;0;4;1;ADJ
subies;sybi;subir;VER;30,13;0,4;0;6;0;4;2;VER
subira;sybiRa;subir;VER;30,13;0,68;0;6;0;0;3;VER
subite;sybit;subit;ADJ;3,06;1,45;0;6;0;0;2;ADJ
subito;sybito;subito;ADV;0,05;0,05;1;6;6;6;3;ADV
subits;sybi;subit;ADJ;3,06;0,12;0;6;0;4;2;ADJ
subtil;syptil;subtil;ADJ;7,54;4,54;1;6;6;6;2;ADJ
succès;syksE;succès;NOM;39,58;39,58;1;6;5;5;2;NOM
sucent;sys;sucer;VER;23,45;0,51;0;6;0;3;1;VER
sucera;sys°Ra;sucer;VER;23,45;0,22;0;6;0;0;3;VER
suceur;sys9R;suceur;ADJ;1,06;0,66;1;6;5;4;2;ADJ,NOM
suceur;sys9R;suceur;NOM;2,88;0,96;1;6;5;4;2;ADJ,NOM
sucrer;sykRe;sucrer;VER;1,9;0,38;1;6;6;5;2;VER
sucres;sykR;sucre;NOM;32,01;1,44;0;6;0;4;1;NOM,VER
sucres;sykR;sucrer;VER;1,9;0,02;0;6;0;4;1;NOM,VER
sucrée;sykRe;sucrer;VER;1,9;0,2;0;6;0;5;2;VER,ADJ
sucrée;sykRe;sucré;ADJ;3,69;0,96;0;6;0;5;2;VER,ADJ
sucrés;sykRe;sucrer;VER;1,9;0,03;0;6;0;5;2;VER,ADJ,NOM
sucrés;sykRe;sucré;ADJ;3,69;0,13;0;6;0;5;2;VER,ADJ,NOM
sucrés;sykRe;sucré;NOM;0,67;0;0;6;0;5;2;VER,ADJ,NOM
sucées;syse;sucer;VER;23,45;0,04;0;6;0;4;2;VER
sudète;sydEt;sudète;ADJ;0;0;1;6;4;5;2;ADJ
suerai;syRE;suer;VER;7,28;0,03;0;6;0;4;2;VER
suerte;swERte;suerte;NOM;0,22;0,22;1;6;5;4;2;NOM
sueurs;s89R;sueur;NOM;11,71;1,45;0;6;0;3;1;NOM
suffis;syfi;suffire;VER;232,08;0,53;0;6;0;0;2;VER
suffit;syfi;suffire;VER;232,08;188,1;0;6;0;0;2;VER
suffît;syfi;suffire;VER;232,08;0,64;0;6;0;0;2;VER
suifer;s8ife;suifer;VER;0;0;1;6;5;5;2;VER
suiffé;s8ife;suiffer;VER;0;0;0;6;0;5;2;VER
suifés;s8ife;suifer;VER;0;0;0;6;0;5;2;VER
suinta;s85ta;suinter;VER;0,96;0;0;6;0;0;2;VER
suinte;s85t;suinter;VER;0,96;0,43;0;6;0;0;1;VER
suinté;s85te;suinter;VER;0,96;0,13;0;6;0;5;2;VER
suisse;s8is;suisse;ADJ;5,01;3,91;1;6;4;4;1;ADJ,NOM
suisse;s8is;suisse;NOM;1,42;0,29;1;6;4;4;1;ADJ,NOM
suites;s8it;suit;NOM;0,56;0,56;0;6;0;4;1;NOM
suites;s8it;suite;NOM;275,9;1,72;0;6;0;4;1;NOM
suitée;s8ite;suitée;ADJ;0;0;1;6;5;5;2;ADJ
suives;s8iv;suivre;VER;2090,54;0,98;0;6;0;4;1;VER
suivez;s8ive;suivre;VER;2090,54;57,03;0;6;0;0;2;VER
suivie;s8ivi;suivi;ADJ;1,99;0,14;0;6;0;5;2;ADJ,VER
suivie;s8ivi;suivre;VER;2090,54;9,18;0;6;0;5;2;ADJ,VER
suivis;s8ivi;suivi;ADJ;1,99;0,23;0;6;0;5;2;ADJ,NOM,VER
suivis;s8ivi;suivi;NOM;1,72;0,07;0;6;0;5;2;ADJ,NOM,VER
suivis;s8ivi;suivre;VER;2090,54;4,8;0;6;0;5;2;ADJ,NOM,VER
suivit;s8ivi;suivre;VER;2090,54;0,7;0;6;0;5;2;VER
suivra;s8ivRa;suivre;VER;2090,54;5,27;0;6;0;0;2;VER
suivre;s8ivR;suivre;VER;2090,54;73,92;1;6;5;5;1;VER
suivît;s8ivi;suivre;VER;2090,54;0;0;6;0;5;2;VER
sujets;syZE;sujet;ADJ;3,9;0,55;0;6;0;4;2;ADJ,NOM
sujets;syZE;sujet;NOM;120,42;12,51;0;6;0;4;2;ADJ,NOM
sultan;sylt@;sultan;NOM;1,75;1,68;1;6;6;5;2;NOM
summum;s9mOm;summum;NOM;0,56;0,56;1;6;4;3;2;NOM
supers;sypER;super;NOM;73,26;1,78;0;6;0;5;2;NOM
suppôt;sypo;suppôt;NOM;0,39;0,17;1;6;5;4;2;NOM
surard;syRaR;surard;NOM;0;0;1;6;6;5;2;NOM
surcot;syRko;surcot;NOM;0;0;1;6;6;5;2;NOM
sureau;syRo;sureau;NOM;0,15;0,05;1;6;5;4;2;NOM
surent;syR;savoir;VER;4516,71;0,07;0;6;0;3;1;VER
surets;syRE;suret;ADJ;0,1;0,1;0;6;0;4;2;ADJ
surfer;s9Rfe;surfer;VER;9,4;5,29;1;6;6;5;2;VER
surfes;s9Rf;surfer;VER;9,4;0,1;0;6;0;4;1;VER
surfez;s9Rfe;surfer;VER;9,4;0,09;0;6;0;5;2;VER
surfin;syRf5;surfin;ADJ;0,14;0,14;1;6;6;5;2;ADJ
surgie;syRZi;surgir;VER;10,95;0,04;0;6;0;0;2;VER
surgir;syRZiR;surgir;VER;10,95;2,26;1;6;6;6;2;VER
surgis;syRZi;surgir;VER;10,95;0,09;0;6;0;0;2;VER
surgit;syRZi;surgir;VER;10,95;2,96;0;6;0;0;2;VER
surgît;syRZi;surgir;VER;10,95;0;0;6;0;0;2;VER
suries;syRi;suri;ADJ;0,07;0;0;6;0;4;2;ADJ
surimi;syRimi;surimi;NOM;0,01;0,01;1;6;6;5;3;NOM
surine;syRin;suriner;VER;0,15;0;0;6;0;0;2;VER
surins;syR5;surin;NOM;0,66;0;0;6;0;4;2;NOM
suriné;syRine;suriner;VER;0,15;0,12;0;6;0;5;3;VER
surjet;syRZE;surjet;NOM;0,04;0,04;1;6;4;5;2;NOM
surmoi;syRmwa;surmoi;NOM;0,12;0,12;1;6;6;5;2;NOM
surnom;syRn§;surnom;NOM;7,79;6,2;1;6;6;5;2;NOM
suroît;syRwa;suroît;NOM;0,03;0,03;1;6;5;4;2;NOM
sursis;syRsi;surseoir;VER;0,12;0,02;0;6;6;5;2;VER,NOM
sursis;syRsi;sursis;NOM;3,6;3,6;1;6;6;5;2;VER,NOM
survie;syRvi;survie;NOM;11,64;11,64;1;6;6;5;2;NOM
survis;syRvi;survivre;VER;63,62;1,33;0;6;0;5;2;VER
survit;syRvi;survivre;VER;63,62;3,88;0;6;0;5;2;VER
survol;syRvOl;survol;NOM;0,83;0,8;1;6;6;6;2;NOM
survêt;syRvE;survêt;NOM;0;0;1;6;6;5;2;NOM
susdit;sysdi;susdit;ADJ;0,14;0,12;1;6;4;4;2;ADJ,NOM
susdit;sysdi;susdit;NOM;0,31;0,11;1;6;4;4;2;ADJ,NOM
suture;sytyR;suture;NOM;4,54;3,77;1;6;6;5;2;NOM
suturé;sytyRe;suturer;VER;0,45;0,06;0;6;0;6;3;VER
sutémi;sutemi;sutémi;NOM;0;0;1;6;4;5;3;NOM
suçage;sysaZ;suçage;NOM;0,01;0,01;1;6;4;4;2;NOM
suçais;sysE;sucer;VER;23,45;0,32;0;6;0;0;2;VER
suçait;sysE;sucer;VER;23,45;0,21;0;6;0;0;2;VER
suçant;sys@;sucer;VER;23,45;0,39;0;6;0;0;2;VER
suçoir;syswaR;suçoir;NOM;0;0;1;6;5;4;2;NOM
suçons;sys§;suçon;NOM;1,05;0,17;0;6;0;4;2;NOM
suçota;sysota;suçoter;VER;0,01;0;0;6;0;0;3;VER
suçote;sysOt;suçoter;VER;0,01;0;0;6;0;0;2;VER
suçoté;sysote;suçoter;VER;0,01;0;0;6;0;4;3;VER
svelte;svElt;svelte;ADJ;0,43;0,39;1;6;6;5;1;ADJ
swings;swiG;swing;NOM;0;0;0;6;0;4;1;NOM
sylvie;silvi;sylvie;NOM;0;0;1;6;6;5;2;NOM
sympas;s5pa;sympa;ADJ;83,39;5,92;0;6;0;4;2;ADJ
syndic;s5dik;syndic;NOM;0,61;0,48;1;6;6;5;2;NOM
synode;sinOd;synode;NOM;0,2;0,2;1;6;5;5;2;NOM
synthé;s5te;synthé;NOM;0,61;0,6;1;6;6;4;2;NOM
syrien;siRj5;syrien;ADJ;1,81;0,81;1;6;5;5;2;ADJ,NOM
syrien;siRj5;syrien;NOM;1,41;0,01;1;6;5;5;2;ADJ,NOM
syrinx;siR5ks;syrinx;NOM;0;0;1;6;6;5;2;NOM
syrtes;siRt;syrte;NOM;0;0;0;6;0;0;1;NOM
sèches;sES;sec;ADJ;43,02;2;0;6;0;3;1;ADJ,VER
sèches;sES;sécher;VER;19,49;0,85;0;6;0;3;1;ADJ,VER
sèment;sEm;semer;VER;19,8;0,94;0;6;0;3;1;VER
sèmera;sEm°Ra;semer;VER;19,8;0,18;0;6;0;0;3;VER
sèvres;sEvR;sevrer;VER;0,42;0,01;0;6;4;4;1;VER,NOM
sèvres;sEvR;sèvres;NOM;0,01;0,01;1;6;4;4;1;VER,NOM
séance;se@s;séance;NOM;22,91;18,49;1;6;5;4;2;NOM
séante;se@t;séant;ADJ;0,04;0,01;0;6;0;0;2;ADJ
sébacé;sebase;sébacé;ADJ;0,1;0,05;1;6;5;6;3;ADJ
sébile;sebil;sébile;NOM;0,04;0,04;1;6;4;4;2;NOM
séchai;seSE;sécher;VER;19,49;0;0;6;0;0;2;VER
sécher;seSe;sécher;VER;19,49;5,84;1;6;6;4;2;VER
séchez;seSe;sécher;VER;19,49;0,79;0;6;0;4;2;VER
séchât;seSa;sécher;VER;19,49;0;0;6;0;0;2;VER
séchée;seSe;sécher;VER;19,49;1,09;0;6;0;4;2;VER
séchés;seSe;sécher;VER;19,49;0,16;0;6;0;4;2;VER
séduis;sed8i;séduire;VER;16,48;0,7;0;6;0;5;2;VER
séduit;sed8i;séduire;VER;16,48;5,09;0;6;6;5;2;VER,ADJ
séduit;sed8i;séduit;ADJ;1,08;0,37;1;6;6;5;2;VER,ADJ
séides;seid;séide;NOM;0,02;0,01;0;6;0;4;2;NOM
séisme;seizm;séisme;NOM;3,31;2,6;1;6;4;4;2;NOM
séjour;seZuR;séjour;NOM;16,6;15,7;1;6;6;5;2;NOM
sélect;selEkt;sélect;ADJ;0,13;0,08;1;6;6;6;2;ADJ
sémite;semit;sémite;ADJ;0,02;0,01;1;6;6;5;2;ADJ,NOM
sémite;semit;sémite;NOM;0,36;0,12;1;6;6;5;2;ADJ,NOM
sénevé;sEn°ve;sénevé;NOM;0;0;1;6;5;5;3;NOM
sénile;senil;sénile;ADJ;2,18;1,94;1;6;6;5;2;ADJ
sépale;sepal;sépale;NOM;0,03;0,01;1;6;5;5;2;NOM
sépara;sepaRa;séparer;VER;66,22;0,27;0;6;0;0;3;VER
sépare;sepaR;séparer;VER;66,22;12,77;0;6;0;0;2;VER
séparé;sepaRe;séparer;VER;66,22;4,11;0;6;6;6;3;VER,ADJ
séparé;sepaRe;séparé;ADJ;5,41;1,11;1;6;6;6;3;VER,ADJ
sépias;sepja;sépia;NOM;0,02;0;0;6;0;4;2;NOM
séracs;seRak;sérac;NOM;0,21;0;0;6;0;5;2;NOM
sérail;seRaj;sérail;NOM;0,47;0,47;1;6;5;5;2;NOM
séreux;seR2;séreux;ADJ;0;0;1;6;4;4;2;ADJ
sérial;seRjal;sérial;NOM;0,03;0,03;1;6;5;5;2;NOM
sériel;seRjEl;sériel;ADJ;0,01;0,01;1;6;6;5;2;ADJ
sérier;seRje;sérier;VER;0;0;1;6;6;5;2;VER
séries;seRi;série;NOM;36,53;3,19;0;6;0;4;2;NOM
séropo;seRopo;séropo;NOM;0,17;0,17;1;6;6;6;3;NOM
sérums;seROm;sérum;NOM;4,16;0,15;0;6;0;4;2;NOM
sésame;sezam;sésame;NOM;1,26;1,26;1;6;6;5;2;NOM
sévice;sevis;sévices;NOM;1,25;0,12;0;6;0;5;2;NOM
sévira;seviRa;sévir;VER;3,23;0,04;0;6;0;0;3;VER
sévère;sevER;sévère;ADJ;9,47;8,28;1;6;6;5;2;ADJ
sûreté;syR°te;sûreté;NOM;7,04;7,01;1;6;5;5;3;NOM
tabacs;taba;tabac;NOM;16;0,3;0;6;0;4;2;NOM
tabard;tabaR;tabard;NOM;0,13;0,13;1;6;5;5;2;NOM
tabler;table;tabler;VER;0,95;0,04;1;6;6;5;2;VER
tables;tabl;table;NOM;118,37;6,92;0;6;0;4;1;NOM,VER
tables;tabl;tabler;VER;0,95;0,31;0;6;0;4;1;NOM,VER
tablée;table;tablée;NOM;0,02;0,02;1;6;5;5;2;NOM
tabors;tabOR;tabor;NOM;0;0;0;6;0;4;2;NOM
taboue;tabu;tabou;ADJ;1,11;0,11;0;6;0;4;2;ADJ,VER
taboue;tabu;tabouer;VER;0;0;0;6;0;4;2;ADJ,VER
tabous;tabu;tabou;ADJ;1,11;0,2;0;6;0;4;2;ADJ,NOM
tabous;tabu;tabou;NOM;1,18;0,64;0;6;0;4;2;ADJ,NOM
tabula;tabyla;tabuler;VER;0,04;0,04;0;6;0;0;3;VER
tacher;taSe;tacher;VER;6,54;1,11;1;6;6;4;2;VER
taches;taS;tache;NOM;21,04;8,44;0;6;0;3;1;NOM,VER
taches;taS;tacher;VER;6,54;0,16;0;6;0;3;1;NOM,VER
tachez;taSe;tacher;VER;6,54;0,19;0;6;0;4;2;VER
tachée;taSe;tacher;VER;6,54;1,05;0;6;0;4;2;VER
tachés;taSe;tacher;VER;6,54;0,39;0;6;0;4;2;VER
tacite;tasit;tacite;ADJ;0,58;0,57;1;6;6;5;2;ADJ
tacler;takle;tacler;VER;0,04;0,04;1;6;6;5;2;VER
tacots;tako;tacot;NOM;1,31;0,06;0;6;0;4;2;NOM
tadjik;tadZik;tadjik;NOM;0;0;1;6;4;4;2;NOM
taenia;tenja;taenia;NOM;0;0;1;6;3;4;2;NOM
taffes;taf;taffe;NOM;2,06;0,03;0;6;0;3;1;NOM
tagada;tagada;tagada;ONO;0,99;0,99;1;6;5;5;3;ONO
tagger;tage;tagger;NOM;0,13;0,13;1;6;4;4;2;NOM
taguer;tage;taguer;VER;0,28;0,21;1;6;6;4;2;VER
taifas;tEifa;taifa;NOM;0;0;0;6;0;0;3;NOM
tailla;taja;tailler;VER;13,28;0,01;0;6;0;0;2;VER
taille;taj;taille;NOM;43,17;41,32;1;6;6;3;1;NOM,VER
taille;taj;tailler;VER;13,28;4,63;0;6;6;3;1;NOM,VER
taillé;taje;tailler;VER;13,28;2,38;0;6;6;4;2;VER,ADJ
taillé;taje;taillé;ADJ;0,92;0,5;1;6;6;4;2;VER,ADJ
tairai;tERE;taire;VER;154,46;1,74;0;6;0;0;2;VER
tairas;tERa;taire;VER;154,46;0,29;0;6;0;0;2;VER
tairez;tERe;taire;VER;154,46;0,06;0;6;0;4;2;VER
taises;tEz;taire;VER;154,46;0,16;0;6;0;3;1;VER
taisez;tEze;taire;VER;154,46;24,3;0;6;0;0;2;VER
tajine;taZin;tajine;NOM;0;0;1;6;3;3;2;NOM
talait;talE;taler;VER;0,12;0;0;6;0;0;2;VER
talbin;talb5;talbin;NOM;0,05;0,01;1;6;4;4;2;NOM
talent;tal;taler;VER;0,12;0,04;0;6;6;3;1;VER,NOM
talent;tal@;talent;NOM;44,17;33,28;1;6;6;4;2;VER,NOM
taleth;talEt;taleth;NOM;0,03;0,03;1;6;5;5;2;NOM
talion;talj§;talion;NOM;0,05;0,05;1;6;5;5;2;NOM
talkie;tOlki;talkie;NOM;0,32;0,17;1;6;6;5;2;NOM
taller;tale;taller;VER;0,02;0,01;1;6;6;4;2;VER
talons;tal§;taler;VER;0,12;0,05;0;6;0;4;2;VER,NOM
talons;tal§;talon;NOM;11,72;7,7;0;6;0;4;2;VER,NOM
talqua;talka;talquer;VER;0,04;0;0;6;0;0;2;VER
talqué;talke;talquer;VER;0,04;0,01;0;6;0;5;2;VER
talées;tale;talé;ADJ;0,14;0;0;6;0;4;2;ADJ
tamise;tamiz;tamise;NOM;0,01;0,01;1;6;6;5;2;NOM,VER
tamise;tamiz;tamiser;VER;0,38;0,16;0;6;6;5;2;NOM,VER
tamisé;tamize;tamiser;VER;0,38;0,01;0;6;6;6;3;VER,ADJ
tamisé;tamize;tamisé;ADJ;0,76;0,02;1;6;6;6;3;VER,ADJ
tamoul;tamul;tamoul;NOM;0;0;1;6;6;5;2;NOM
tampax;t@paks;tampax;NOM;0,29;0,29;1;6;5;4;2;NOM
tampon;t@p§;tampon;NOM;4,28;2,96;1;6;6;4;2;NOM
tamtam;tamtam;tamtam;NOM;0,13;0,13;1;6;4;4;2;NOM
tancer;t@se;tancer;VER;0,03;0,01;1;6;5;4;2;VER
tanche;t@S;tanche;NOM;0,06;0,04;1;6;5;3;1;NOM
tancée;t@se;tancer;VER;0,03;0;0;6;0;4;2;VER
tancés;t@se;tancer;VER;0,03;0,01;0;6;0;4;2;VER
tandem;t@dEm;tandem;NOM;0,6;0,6;1;6;5;4;2;NOM
tangon;t@g§;tangon;NOM;0,02;0,02;1;6;6;4;2;NOM
tangos;t@go;tango;NOM;5,74;0,16;0;6;0;4;2;NOM
tangua;t@ga;tanguer;VER;0,69;0;0;6;0;0;2;VER
tangue;t@g;tangue;NOM;0;0;1;6;6;3;1;NOM,VER
tangue;t@g;tanguer;VER;0,69;0,38;0;6;6;3;1;NOM,VER
tangué;t@ge;tanguer;VER;0,69;0;0;6;0;4;2;VER
tanker;t@k9R;tanker;NOM;0,78;0,49;1;6;5;4;2;NOM
tanner;tane;tanner;VER;2,22;0,73;1;6;6;4;2;VER
tannes;tan;tanne;NOM;0,54;0,07;0;6;0;3;1;NOM
tannin;tan5;tannin;NOM;0,01;0,01;1;6;5;4;2;NOM
tannée;tane;tanner;VER;2,22;0,17;0;6;6;4;2;VER,ADJ,NOM
tannée;tane;tanné;ADJ;0,1;0,06;0;6;6;4;2;VER,ADJ,NOM
tannée;tane;tannée;NOM;0,18;0,17;1;6;6;4;2;VER,ADJ,NOM
tannés;tane;tanner;VER;2,22;0,04;0;6;0;4;2;VER,ADJ
tannés;tane;tanné;ADJ;0,1;0,01;0;6;0;4;2;VER,ADJ
tanrec;t@REk;tanrec;NOM;0;0;1;6;4;3;2;NOM
tansad;t@sad;tansad;NOM;0;0;1;6;4;4;2;NOM
tantes;t@t;tante;NOM;76,62;5,93;0;6;0;3;1;NOM
