Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
abaca;abaka;abaca;NOM;0,01;0,01;1;5;4;5;3;NOM
abats;aba;abat;NOM;0,65;0,52;0;5;0;3;2;NOM,VER
abats;aba;abattre;VER;43,47;1,79;0;5;0;3;2;NOM,VER
abbés;abe;abbé;NOM;4,46;0,02;0;5;0;3;2;NOM
abcès;apsE;abcès;NOM;1,79;1,79;1;5;4;4;2;NOM
abdos;abdo;abdos;NOM;0,86;0,86;1;5;5;4;2;NOM
aboie;abwa;aboyer;VER;7,43;2,91;0;5;0;4;2;VER
abois;abwa;aboi;NOM;0,78;0,78;0;5;0;4;2;NOM
aboli;aboli;aboli;ADJ;0,08;0,02;1;5;5;5;3;ADJ,VER
aboli;aboli;abolir;VER;3,08;1,1;0;5;5;5;3;ADJ,VER
abord;abOR;abord;NOM;2,22;0,89;1;5;5;4;2;NOM
about;abu;about;NOM;5,94;5,94;1;5;5;3;2;NOM
aboya;abwaja;aboyer;VER;7,43;0;0;5;0;0;3;VER
aboyé;abwaje;aboyer;VER;7,43;0,28;0;5;0;6;3;VER
abris;abRi;abri;NOM;25,9;3,2;0;5;0;4;2;NOM
abusa;abyza;abuser;VER;20;0,02;0;5;0;0;3;VER
abuse;abyz;abuser;VER;20;4,08;0;5;0;0;2;VER
abusé;abyze;abuser;VER;20;4,59;0;5;5;5;3;VER,ADJ
abusé;abyze;abusé;ADJ;0,2;0,1;1;5;5;5;3;VER,ADJ
abyme;abim;abyme;NOM;0,04;0,04;1;5;4;4;2;NOM
abêti;abeti;abêti;ADJ;0;0;1;5;5;5;3;ADJ,VER
abêti;abeti;abêtir;VER;0,01;0;0;5;5;5;3;ADJ,VER
abîma;abima;abîmer;VER;15,83;0,1;0;5;0;0;3;VER
abîme;abim;abîme;NOM;6,01;5,03;1;5;5;4;2;NOM,VER
abîme;abim;abîmer;VER;15,83;2,21;0;5;5;4;2;NOM,VER
abîmé;abime;abîmer;VER;15,83;3,57;0;5;0;5;3;VER
accro;akRo;accro;ADJ;6,81;6,22;1;5;5;4;2;ADJ,NOM
accro;akRo;accro;NOM;2,56;1,66;1;5;5;4;2;ADJ,NOM
accru;akRy;accroître;VER;3,51;0,39;0;5;5;4;2;VER,ADJ
accru;akRy;accru;ADJ;0,57;0,24;1;5;5;4;2;VER,ADJ
accus;aky;accu;NOM;0,11;0,11;0;5;0;3;2;NOM
accès;aksE;accès;NOM;29,53;29,53;1;5;4;4;2;NOM
achat;aSa;achat;NOM;9,75;5,2;1;5;5;3;2;NOM
aches;aS;ache;NOM;0;0;0;5;0;2;1;NOM
acide;asid;acide;ADJ;2,5;1,86;1;5;5;4;2;ADJ,NOM
acide;asid;acide;NOM;9,46;8,44;1;5;5;4;2;ADJ,NOM
acier;asje;acier;NOM;13,88;13,85;1;5;4;4;2;NOM
acnés;akne;acné;NOM;1,9;0;0;5;0;3;2;NOM
acres;akR;acre;NOM;0,83;0,56;0;5;0;3;1;NOM
actes;akt;acte;NOM;56,81;17,62;0;5;0;3;1;NOM
actif;aktif;actif;ADJ;10,15;4,12;1;5;5;5;2;ADJ,NOM
actif;aktif;actif;NOM;1,58;0,84;1;5;5;5;2;ADJ,NOM
acéré;aseRe;acérer;VER;0,22;0,01;0;5;5;4;3;VER,ADJ
acéré;aseRe;acéré;ADJ;0,81;0,14;1;5;5;4;3;VER,ADJ
adage;adaZ;adage;NOM;0,62;0,61;1;5;5;4;2;NOM
adent;ad@;adent;NOM;0,01;0,01;1;5;4;3;2;NOM
adieu;adj2;adieu;NOM;44,44;36,86;1;5;4;4;2;NOM,ONO
adieu;adj2;adieu;ONO;39,7;39,7;1;5;4;4;2;NOM,ONO
adira;adiRa;adire;VER;0,16;0,16;0;5;0;0;3;VER
adjas;adZa;adja;NOM;0;0;0;5;0;4;2;NOM
admet;admE;admettre;VER;50,05;2,83;0;5;0;0;2;VER
admis;admi;admettre;VER;50,05;6,74;0;5;5;4;2;VER,ADJ,NOM
admis;admi;admis;ADJ;0,92;0,77;1;5;5;4;2;VER,ADJ,NOM
admis;admi;admis;NOM;0,12;0,12;1;5;5;4;2;VER,ADJ,NOM
admit;admi;admettre;VER;50,05;0,24;0;5;0;4;2;VER
admît;admi;admettre;VER;50,05;0;0;5;0;4;2;VER
adobe;adOb;adobe;NOM;0,08;0,08;1;5;4;4;2;NOM
adonc;ad§k;adonc;ADV;0;0;1;5;5;4;2;ADV
adora;adoRa;adorer;VER;193,67;0,06;0;5;0;0;3;VER
adore;adOR;adorer;VER;193,67;121,69;0;5;0;0;2;VER
adoré;adoRe;adorer;VER;193,67;12,81;0;5;0;5;3;VER
adret;adRE;adret;NOM;0;0;1;5;5;4;2;NOM
adulé;adyle;aduler;VER;0,52;0,09;0;5;0;5;3;VER
affin;af5;affin;ADJ;0,02;0,02;1;5;5;3;2;ADJ
affût;afy;affût;NOM;1,42;1,36;1;5;5;3;2;NOM
agace;agas;agace;NOM;0,03;0,03;1;5;5;4;2;NOM,VER
agace;agas;agacer;VER;6,35;2,3;0;5;5;4;2;NOM,VER
agacé;agase;agacer;VER;6,35;0,74;0;5;0;5;3;VER
agami;agami;agami;NOM;0;0;1;5;5;4;3;NOM
agape;agap;agape;NOM;0,04;0;1;5;5;4;2;NOM
agate;agat;agate;NOM;0,01;0,01;1;5;5;4;2;NOM
agave;agav;agave;NOM;0,01;0;1;5;4;4;2;NOM
agaça;agasa;agacer;VER;6,35;0;0;5;0;0;3;VER
agent;aZ@;agent;NOM;117,9;92,42;1;5;5;3;2;NOM
agglo;aglo;agglo;NOM;0;0;1;5;5;4;2;NOM
aghas;aga;agha;NOM;0;0;0;5;0;3;2;NOM
agile;aZil;agile;ADJ;2,17;1,69;1;5;5;4;2;ADJ
agios;aZjo;agio;NOM;0,17;0,17;0;5;0;0;2;NOM
agira;aZiRa;agir;VER;195,94;1,25;0;5;0;0;3;VER
agita;aZita;agiter;VER;14,62;0,06;0;5;0;0;3;VER
agite;aZit;agiter;VER;14,62;3,51;0;5;0;0;2;VER
agité;aZite;agiter;VER;14,62;1,72;0;5;5;5;3;VER,ADJ,NOM
agité;aZite;agité;ADJ;5,37;2,9;1;5;5;5;3;VER,ADJ,NOM
agité;aZite;agité;NOM;0,72;0,2;1;5;5;5;3;VER,ADJ,NOM
agnat;aNa;agnat;NOM;0,03;0,03;1;5;5;3;2;NOM
agora;agoRa;agora;NOM;0,03;0,03;1;5;5;5;3;NOM
agrès;agRE;agrès;NOM;0,24;0,24;1;5;4;4;2;NOM
agréa;agRea;agréer;VER;1,09;0,14;0;5;0;0;3;VER
agrée;agRe;agréer;VER;1,09;0,07;0;5;0;0;2;VER
agrég;agReg;agrég;NOM;0,14;0,14;1;5;5;5;2;NOM
agréé;agRee;agréer;VER;1,09;0,22;0;5;5;5;3;VER,ADJ,NOM
agréé;agRee;agréé;ADJ;0,17;0,14;1;5;5;5;3;VER,ADJ,NOM
agréé;agRee;agréé;NOM;0;0;1;5;5;5;3;VER,ADJ,NOM
ahana;aana;ahaner;VER;0,01;0;0;5;0;0;3;VER
ahane;aan;ahaner;VER;0,01;0,01;0;5;0;0;2;VER
ahans;a@;ahan;NOM;0;0;0;5;0;2;2;NOM
ahané;aane;ahaner;VER;0,01;0;0;5;0;4;3;VER
ahuri;ayRi;ahuri;ADJ;0,39;0,34;1;5;5;4;3;ADJ,NOM,VER
ahuri;ayRi;ahuri;NOM;0,41;0,37;1;5;5;4;3;ADJ,NOM,VER
ahuri;ayRi;ahurir;VER;0,34;0,29;0;5;5;4;3;ADJ,NOM,VER
aidai;EdE;aider;VER;688,71;0,03;0;5;0;0;2;VER
aider;ede;aider;VER;688,71;362,77;1;5;5;3;2;VER
aides;Ed;aide;NOM;175,59;4,18;0;5;0;2;1;NOM,VER
aides;Ed;aider;VER;688,71;19,22;0;5;0;2;1;NOM,VER
aidez;Ede;aider;VER;688,71;64,36;0;5;0;0;2;VER
aidât;Eda;aider;VER;688,71;0;0;5;0;0;2;VER
aidée;Ede;aider;VER;688,71;8,64;0;5;0;0;2;VER
aidés;Ede;aider;VER;688,71;5,13;0;5;0;0;2;VER
aient;E;avoir;AUX;18559,22;12,67;0;5;0;1;1;AUX,VER
aient;E;avoir;VER;13572,4;8,19;0;5;0;1;1;AUX,VER
aigle;Egl;aigle;NOM;6,9;5,5;1;5;5;3;1;NOM
aigre;EgR;aigre;ADJ;0,55;0,42;1;5;5;3;1;ADJ,NOM
aigre;EgR;aigre;NOM;0,31;0,21;1;5;5;3;1;ADJ,NOM
aigri;egRi;aigri;ADJ;1,06;0,79;1;5;5;4;2;ADJ,NOM,VER
aigri;egRi;aigri;NOM;0,4;0,2;1;5;5;4;2;ADJ,NOM,VER
aigri;egRi;aigrir;VER;0,65;0,41;0;5;5;4;2;ADJ,NOM,VER
aigue;Eg;aiguer;VER;0,17;0,17;0;5;0;0;1;VER
aigus;egy;aigu;ADJ;5,08;0,31;0;5;0;3;2;ADJ,NOM
aigus;egy;aigu;NOM;0,38;0,2;0;5;0;3;2;ADJ,NOM
aiguë;egy;aigu;ADJ;5,08;2,75;0;5;0;3;2;ADJ
ailes;El;aile;NOM;33,45;18,45;0;5;0;2;1;NOM
aille;aj;aller;VER;9992,77;89,81;0;5;0;2;1;VER
aillé;aje;ailler;VER;0,2;0,01;0;5;0;3;2;VER
ailée;ele;ailer;VER;0,21;0,16;0;5;0;3;2;VER,ADJ
ailée;ele;ailé;ADJ;1,19;0,13;0;5;0;3;2;VER,ADJ
ailés;ele;ailer;VER;0,21;0,01;0;5;0;3;2;VER,ADJ
ailés;ele;ailé;ADJ;1,19;0,29;0;5;0;3;2;VER,ADJ
aimai;EmE;aimer;VER;1655,07;0,2;0;5;0;0;2;VER
aimer;eme;aimer;VER;1655,07;90,44;1;5;5;3;2;VER
aimes;Em;aimer;VER;1655,07;170,38;0;5;0;2;1;VER
aimez;Eme;aimer;VER;1655,07;62,25;0;5;0;0;2;VER
aimât;Ema;aimer;VER;1655,07;0,1;0;5;0;0;2;VER
aimée;eme;aimer;VER;1655,07;12,66;0;5;0;3;2;VER,ADJ
aimée;eme;aimé;ADJ;10,96;3,91;0;5;0;3;2;VER,ADJ
aimés;eme;aimer;VER;1655,07;3,94;0;5;0;3;2;VER,ADJ
aimés;eme;aimé;ADJ;10,96;0,5;0;5;0;3;2;VER,ADJ
aines;En;aine;NOM;0,64;0;0;5;0;2;1;NOM
ainsi;5si;ainsi;ADV;207,68;207,68;1;5;5;3;2;ADV
aires;ER;aire;NOM;5,54;0,99;0;5;0;2;1;NOM
aises;Ez;aise;ADJ;2,04;0;0;5;0;2;1;ADJ,NOM
aises;Ez;aise;NOM;32,73;1,09;0;5;0;2;1;ADJ,NOM
aisée;eze;aisé;ADJ;3,03;1,04;0;5;0;3;2;ADJ
aisés;eze;aisé;ADJ;3,03;0,33;0;5;0;3;2;ADJ
ajonc;aZ§;ajonc;NOM;0;0;1;5;4;3;2;NOM
ajout;aZu;ajout;NOM;0,94;0,73;1;5;5;3;2;NOM
alain;al5;alain;NOM;0,14;0,14;1;5;5;3;2;NOM
album;albOm;album;NOM;11,29;9,36;1;5;5;5;2;NOM
aldol;aldOl;aldol;NOM;0,05;0,05;1;5;4;4;2;NOM
aleph;alEf;aleph;NOM;0,05;0,05;1;5;4;4;2;NOM
alfas;alfa;alfa;NOM;0,1;0;0;5;0;4;2;NOM
algie;alZi;algie;NOM;0,27;0,27;1;5;4;4;2;NOM
algue;alg;algue;NOM;2,66;0,29;1;5;4;3;1;NOM
alias;aljas;alias;ADV;5,45;5,45;1;5;4;5;2;ADV
alibi;alibi;alibi;NOM;11,13;10,28;1;5;4;4;3;NOM
alise;aliz;alise;NOM;0,05;0,01;1;5;5;4;2;NOM
alita;alita;aliter;VER;0,9;0,01;0;5;0;0;3;VER
alité;alite;aliter;VER;0,9;0,55;0;5;0;5;3;VER
alizé;alize;alizé;ADJ;0;0;1;5;4;5;3;ADJ,NOM
alizé;alize;alizé;NOM;0,33;0,1;1;5;4;5;3;ADJ,NOM
allai;alE;aller;VER;9992,77;1,12;0;5;0;0;2;VER
allas;ala;aller;VER;9992,77;0;0;5;0;0;2;VER
aller;ale;aller;NOM;17,78;17,21;1;5;5;3;2;NOM,VER
aller;ale;aller;VER;9992,77;816,76;1;5;5;3;2;NOM,VER
allez;ale;aller;NOM;17,78;0;0;5;0;3;2;NOM,VER
allez;ale;aller;VER;9992,77;1414,85;0;5;0;3;2;NOM,VER
allia;alja;allier;VER;4,62;0,01;0;5;0;0;2;VER
allie;ali;allier;VER;4,62;1,15;0;5;0;0;2;VER
allié;alje;allier;VER;4,62;0,79;0;5;5;4;2;VER,ADJ,NOM
allié;alje;allié;ADJ;2,66;0,39;1;5;5;4;2;VER,ADJ,NOM
allié;alje;allié;NOM;11,64;2,4;1;5;5;4;2;VER,ADJ,NOM
alloc;alOk;alloc;NOM;0,59;0,18;1;5;5;4;2;NOM
allât;ala;aller;VER;9992,77;0,01;0;5;0;0;2;VER
allée;ale;aller;VER;9992,77;52,93;0;5;5;3;2;VER,NOM
allée;ale;allée;NOM;12,17;9,89;1;5;5;3;2;VER,NOM
allés;ale;aller;VER;9992,77;26,37;0;5;0;3;2;VER
almée;alme;almée;NOM;0;0;1;5;4;4;2;NOM
alors;alOR;alors;ADV;1777,65;1777,65;1;5;4;4;2;ADV
alose;aloz;alose;NOM;0,04;0,04;1;5;4;4;2;NOM
aloès;aloEs;aloès;NOM;0,23;0,23;1;5;4;4;3;NOM
alpes;alp;alpe;NOM;0,14;0,14;0;5;0;3;1;NOM
alpha;alfa;alpha;NOM;2,09;2,09;1;5;5;4;2;NOM
alpin;alp5;alpin;ADJ;1,19;0,18;1;5;5;4;2;ADJ
alter;altER;alter;ADV;0;0;1;5;5;5;2;ADV
altos;alto;alto;NOM;0,45;0,1;0;5;0;4;2;NOM
aluni;alyni;alunir;VER;0,43;0,06;0;5;0;0;3;VER
alvar;alvaR;alvar;NOM;0,05;0,05;1;5;4;5;2;NOM
alvin;alv5;alvin;ADJ;0,12;0,12;1;5;4;4;2;ADJ
alène;alEn;alène;NOM;0,24;0,24;1;5;4;4;2;NOM
alèse;alEz;alèse;NOM;0,01;0,01;1;5;4;4;2;NOM
alèze;alEz;alèze;NOM;0;0;1;5;4;4;2;NOM
aléas;alea;aléa;NOM;0,34;0,32;0;5;0;4;3;NOM
amant;am@;amant;NOM;35,03;23,28;1;5;5;3;2;NOM
amaro;amaRo;amaro;NOM;2,02;2,02;1;5;5;5;3;NOM
amati;amati;amatir;VER;0;0;0;5;0;0;3;VER
amble;@bl;amble;NOM;0,3;0,3;1;5;5;3;1;NOM
ambon;@b§;ambon;NOM;0;0;1;5;5;3;2;NOM
ambre;@bR;ambre;NOM;0,93;0,93;1;5;5;3;1;NOM
ambré;@bRe;ambrer;VER;0,04;0;0;5;5;4;2;VER,ADJ
ambré;@bRe;ambré;ADJ;0,19;0,01;1;5;5;4;2;VER,ADJ
amena;am°na;amener;VER;190,32;0,74;0;5;0;0;3;VER
amené;amne;amener;VER;190,32;38,14;0;5;0;0;2;VER
amers;amER;amer;ADJ;11,94;1,25;0;5;0;4;2;ADJ,NOM
amers;amER;amer;NOM;0,25;0;0;5;0;4;2;ADJ,NOM
amibe;amib;amibe;NOM;0,4;0,27;1;5;5;4;2;NOM
amies;ami;ami;ADJ;65,72;5,57;0;5;0;3;2;ADJ,NOM
amies;ami;ami;NOM;747,98;20,88;0;5;0;3;2;ADJ,NOM
amigo;amigo;amigo;NOM;6,91;4,75;1;5;5;4;3;NOM
amine;amin;amine;NOM;0,01;0,01;1;5;5;4;2;NOM
aminé;amine;aminé;ADJ;0,36;0,04;1;5;5;5;3;ADJ
amish;amiS;amish;ADJ;0,14;0,14;1;5;4;4;2;ADJ
amont;am§;amont;ADJ;0,01;0,01;1;5;5;3;2;ADJ,NOM
amont;am§;amont;NOM;1,4;1,4;1;5;5;3;2;ADJ,NOM
amour;amuR;amour;NOM;458,27;450,46;1;5;5;4;2;NOM
amphi;@fi;amphi;NOM;0,29;0,29;1;5;5;3;2;NOM
ample;@pl;ample;ADJ;1,3;0,82;1;5;5;3;1;ADJ
ampli;@pli;ampli;NOM;0,98;0,74;1;5;5;4;2;NOM
amura;amyRa;amurer;VER;0,03;0,03;0;5;0;0;3;VER
amure;amyR;amure;NOM;0,01;0;1;5;5;4;2;NOM
amusa;amyza;amuser;VER;141,41;0,11;0;5;0;0;3;VER
amuse;amyz;amuser;VER;141,41;39,85;0;5;0;0;2;VER
amusé;amyze;amuser;VER;141,41;6,99;0;5;0;5;3;VER
amyle;amil;amyle;NOM;0,02;0,02;1;5;5;4;2;NOM
amène;amEn;amener;VER;190,32;59,8;0;5;4;4;2;VER,ADJ
amène;amEn;amène;ADJ;0,95;0,81;1;5;4;4;2;VER,ADJ
amère;amER;amer;ADJ;11,94;3,65;0;5;0;4;2;ADJ
anale;anal;anal;ADJ;2,18;0,35;0;5;0;4;2;ADJ
anars;anaR;anar;NOM;0,01;0;0;5;0;4;2;NOM
anaux;ano;anal;ADJ;2,18;0,16;0;5;0;3;2;ADJ
anche;@S;anche;NOM;0,17;0,17;1;5;5;2;1;NOM
ancra;@kRa;ancrer;VER;1,79;0,1;0;5;0;0;2;VER
ancre;@kR;ancre;NOM;4,75;4,63;1;5;5;3;1;NOM,VER
ancre;@kR;ancrer;VER;1,79;0,17;0;5;5;3;1;NOM,VER
ancré;@kRe;ancrer;VER;1,79;0,64;0;5;5;4;2;VER,ADJ
ancré;@kRe;ancré;ADJ;0,4;0,11;1;5;5;4;2;VER,ADJ
aneth;anEt;aneth;NOM;0,07;0,07;1;5;4;4;2;NOM
anges;@Z;ange;NOM;69,27;21,38;0;5;0;2;1;NOM
angle;@gl;angle;NOM;13,29;11,56;1;5;5;3;1;NOM
angon;@g§;angon;NOM;0;0;1;5;5;3;2;NOM
angor;@gOR;angor;NOM;0,01;0,01;1;5;5;4;2;NOM
anima;anima;animer;VER;6,28;0,29;0;5;0;0;3;VER
anime;anim;animer;VER;6,28;1,82;0;5;0;0;2;VER
animé;anime;animer;VER;6,28;1,37;0;5;5;5;3;VER,ADJ
animé;anime;animé;ADJ;6,21;2,79;1;5;5;5;3;VER,ADJ
anise;aniz;aniser;VER;0,11;0,1;0;5;0;0;2;VER
anisé;anize;aniser;VER;0,11;0;0;5;5;5;3;VER,NOM
anisé;anize;anisé;NOM;0;0;1;5;5;5;3;VER,NOM
anniv;aniv;anniv;NOM;0,26;0,26;1;5;5;4;2;NOM
année;ane;année;NOM;316,25;129,64;1;5;5;3;2;NOM
anode;anOd;anode;NOM;0,02;0,02;1;5;5;4;2;NOM
anses;@s;anse;NOM;0,47;0,14;0;5;0;2;1;NOM
ansée;@se;ansé;ADJ;0,02;0,01;0;5;0;0;2;ADJ
antan;@t@;antan;NOM;1,53;1,53;1;5;5;3;2;NOM
antre;@tR;antre;NOM;2,96;2,96;1;5;4;3;1;NOM
aorte;aORt;aorte;NOM;1,16;1,16;1;5;5;4;2;NOM
aouls;aul;aoul;NOM;0;0;0;5;0;0;2;NOM
apion;apj§;apion;NOM;0;0;1;5;4;3;2;NOM
aplat;apla;aplat;NOM;0,01;0;1;5;5;4;2;NOM
apnée;apne;apnée;NOM;0,6;0,6;1;5;3;3;2;NOM
appas;apa;appas;NOM;0,4;0,4;1;5;5;3;2;NOM
appel;apEl;appel;NOM;100,18;80,88;1;5;5;4;2;NOM
appui;ap8i;appui;NOM;8,81;7,83;1;5;5;4;2;NOM
appât;apa;appât;NOM;6,74;5,97;1;5;5;3;2;NOM
aprèm;apREm;aprèm;NOM;0,22;0,22;1;5;5;5;2;NOM
après;apRE;après;ADV;193,68;193,68;1;5;5;4;2;ADV,PRE
après;apRE;après;PRE;593,92;593,92;1;5;5;4;2;ADV,PRE
aptes;apt;apte;ADJ;2,93;1,16;0;5;0;3;1;ADJ
apuré;apyRe;apurer;VER;0,01;0;0;5;0;3;3;VER
apâli;apali;apâlir;VER;0;0;0;5;0;0;3;VER
apéro;apeRo;apéro;NOM;0,78;0,61;1;5;5;5;3;NOM
arabe;aRab;arabe;ADJ;9,66;6,29;1;5;5;4;2;ADJ,NOM
arabe;aRab;arabe;NOM;13,62;6,71;1;5;5;4;2;ADJ,NOM
arbis;aRbi;arbi;NOM;0;0;0;5;0;4;2;NOM
arbre;aRbR;arbre;NOM;81,69;49,29;1;5;5;4;1;NOM
arcan;aRk@;arcan;NOM;0,02;0;1;5;5;4;2;NOM
arche;aRS;arche;NOM;3,19;2,83;1;5;5;3;1;NOM
archi;aRSi;archi;NOM;0,75;0,75;1;5;5;4;2;NOM
arder;aRde;arder;VER;0,51;0,11;1;5;5;4;2;VER
ardin;aRd5;ardin;NOM;0,01;0,01;1;5;5;4;2;NOM
ardre;aRdR°;ardre;VER;0;0;1;5;4;4;2;VER
ardue;aRdy;ardu;ADJ;1,42;0,61;0;5;0;4;2;ADJ
ardus;aRdy;ardu;ADJ;1,42;0,14;0;5;0;4;2;ADJ
argol;aRgOl;argol;NOM;0;0;1;5;5;4;2;NOM
argon;aRg§;argon;NOM;0,38;0,38;1;5;5;4;2;NOM
argot;aRgo;argot;NOM;1,06;1,06;1;5;5;4;2;NOM
argua;aRga;arguer;VER;0,27;0;0;5;0;0;2;VER
argue;aRg;arguer;VER;0,27;0,11;0;5;0;0;1;VER
argus;aRgys;argus;NOM;0,09;0,09;1;5;5;5;2;NOM
argué;aRg8e;arguer;VER;0,27;0,02;0;5;0;0;2;VER
arias;aRja;aria;NOM;0,81;0,33;0;5;0;4;2;NOM
aride;aRid;aride;ADJ;1,3;1,17;1;5;5;4;2;ADJ
arien;aRj5;arien;ADJ;0,72;0,29;1;5;5;4;2;ADJ,NOM
arien;aRj5;arien;NOM;0,04;0;1;5;5;4;2;ADJ,NOM
armai;aRmE;armer;VER;29,77;0;0;5;0;0;2;VER
armer;aRme;armer;VER;29,77;1,33;1;5;5;4;2;VER
armes;aRm;arme;NOM;220,22;105,82;0;5;0;3;1;NOM,VER
armes;aRm;armer;VER;29,77;0,51;0;5;0;3;1;NOM,VER
armez;aRme;armer;VER;29,77;2,68;0;5;0;4;2;VER
armon;aRm§;armon;NOM;0,01;0,01;1;5;5;4;2;NOM
armât;aRma;armer;VER;29,77;0;0;5;0;0;2;VER
armée;aRme;armer;VER;29,77;2,56;0;5;5;4;2;VER,ADJ,NOM
armée;aRme;armé;ADJ;26,53;7,78;0;5;5;4;2;VER,ADJ,NOM
armée;aRme;armée;NOM;101,07;93,97;1;5;5;4;2;VER,ADJ,NOM
armés;aRme;armer;VER;29,77;6,7;0;5;0;4;2;VER,ADJ
armés;aRme;armé;ADJ;26,53;5,25;0;5;0;4;2;VER,ADJ
arqua;aRka;arquer;VER;0,34;0;0;5;0;0;2;VER
arque;aRk;arquer;VER;0,34;0;0;5;0;3;1;VER
arqué;aRke;arquer;VER;0,34;0;0;5;5;4;2;VER,ADJ
arqué;aRke;arqué;ADJ;0,14;0,02;1;5;5;4;2;VER,ADJ
arroi;aRwa;arroi;NOM;0;0;1;5;5;3;2;NOM
arrêt;aRE;arrêt;NOM;50,88;46,8;1;5;5;3;2;NOM
arums;aROm;arum;NOM;0,09;0,07;0;5;0;4;2;NOM
aryen;aRj5;aryen;ADJ;1,84;0,22;1;5;5;4;2;ADJ,NOM
aryen;aRj5;aryen;NOM;0,09;0,02;1;5;5;4;2;ADJ,NOM
arçon;aRs§;arçon;NOM;0,02;0,01;1;5;3;4;2;NOM
arène;aREn;arène;NOM;2,5;2,25;1;5;3;4;2;NOM
aréna;aRena;aréna;NOM;0,05;0,05;1;5;4;4;3;NOM
arête;aREt;arête;NOM;1,6;0,7;1;5;3;4;2;NOM
arôme;aRom;arôme;NOM;1,43;1,12;1;5;3;4;2;NOM
asana;azana;asana;NOM;0,02;0,02;1;5;4;4;3;NOM
ascot;askOt;ascot;NOM;0,03;0,03;1;5;5;5;2;NOM
asdic;asdik;asdic;NOM;0,1;0,1;1;5;3;3;2;NOM
asile;azil;asile;NOM;26,56;25,52;1;5;5;4;2;NOM
aspic;aspik;aspic;NOM;0,54;0,52;1;5;5;5;2;NOM
aspis;aspi;aspi;NOM;0,14;0;0;5;0;4;2;NOM
aspre;aspR;aspre;NOM;0;0;1;5;4;4;1;NOM
assez;ase;assez;ADV;407,75;407,75;1;5;5;3;2;ADV
assis;asi;asseoir;VER;322,71;52,34;0;5;5;3;2;VER,ADJ
assis;asi;assis;ADJ;20,89;16,96;1;5;5;3;2;VER,ADJ
assit;asi;asseoir;VER;322,71;0,82;0;5;0;3;2;VER
assît;asi;asseoir;VER;322,71;0;0;5;0;3;2;VER
aster;astER;aster;NOM;0,42;0,42;1;5;5;5;2;NOM
astic;astik;astic;NOM;0;0;1;5;5;5;2;NOM
astre;astR;astre;NOM;3,13;1,89;1;5;5;4;1;NOM
astro;astRo;astro;ADV;0,14;0,14;1;5;5;5;2;ADV
athée;ate;athée;ADJ;1,39;1,15;1;5;5;3;2;ADJ,NOM
athée;ate;athée;NOM;1,77;1,5;1;5;5;3;2;ADJ,NOM
atlas;atlas;atlas;NOM;0,93;0,93;1;5;5;4;2;NOM
atoll;atOl;atoll;NOM;0,15;0,12;1;5;4;4;2;NOM
atome;atom;atome;NOM;2,85;1,3;1;5;5;4;2;NOM
atone;aton;atone;ADJ;0,02;0,02;1;5;5;4;2;ADJ
atour;atuR;atour;NOM;1,09;0,14;1;5;5;4;2;NOM
atout;atu;atout;NOM;5,74;3,66;1;5;5;3;2;NOM
atèle;atEl;atèle;NOM;0,01;0,01;1;5;3;4;2;NOM
atémi;atemi;atémi;NOM;0,01;0,01;1;5;4;4;3;NOM
aubes;ob;aube;NOM;30,32;0,27;0;5;0;2;1;NOM
aucun;ok1;aucun;ADJ:ind;175,78;175,78;1;5;5;3;2;ADJ:ind,PRO:ind
aucun;ok1;aucun;PRO:ind;71,6;71,6;1;5;5;3;2;ADJ:ind,PRO:ind
audio;odjo;audio;ADJ;1,87;1,87;1;5;5;4;2;ADJ
audit;odit;audit;NOM;0,54;0,47;1;5;5;4;2;NOM,PRE
audit;odit;audit;PRE;0,03;0,03;1;5;5;4;2;NOM,PRE
auges;oZ;auge;NOM;0,52;0,03;0;5;0;2;1;NOM
aulne;on;aulne;NOM;0,04;0,04;1;5;5;2;1;NOM
aulos;olo;aulos;NOM;0;0;1;5;5;3;2;NOM
auner;one;auner;VER;0;0;1;5;5;3;2;VER
aunes;on;aune;NOM;0,72;0,28;0;5;0;2;1;NOM
aurai;oRE;aurai;AUX;0,01;0,01;1;5;5;3;2;AUX,VER
aurai;oRE;avoir;AUX;18559,22;32,96;0;5;5;3;2;AUX,VER
aurai;oRE;avoir;VER;13572,4;78,85;0;5;5;3;2;AUX,VER
auras;oRa;aura;NOM;14,48;2,31;0;5;0;3;2;NOM,AUX,VER
auras;oRa;avoir;AUX;18559,22;16,96;0;5;0;3;2;NOM,AUX,VER
auras;oRa;avoir;VER;13572,4;87,32;0;5;0;3;2;NOM,AUX,VER
aurez;oRe;avoir;AUX;18559,22;13,18;0;5;0;3;2;AUX,VER
aurez;oRe;avoir;VER;13572,4;60,72;0;5;0;3;2;AUX,VER
aussi;osi;aussi;ADV;1402,33;1402,33;1;5;5;3;2;ADV
autan;ot@;autan;NOM;0;0;1;5;5;3;2;NOM
autel;otEl;autel;NOM;8,27;7,62;1;5;5;4;2;NOM
autos;oto;auto;NOM;18,66;2,42;0;5;0;3;2;NOM
autre;otR;autre;ADJ;786,09;668,48;1;5;5;3;1;ADJ,ADV,NOM,PRO:ind
autre;otR;autre;ADV;0,05;0,05;1;5;5;3;1;ADJ,ADV,NOM,PRO:ind
